Label	Gene
1721	SOX5
1722	SOX6
1723	SOX7
1724	SOX8
1725	SOX9
1726	SP1
1727	SP100
1728	SP110
1729	SP140
1730	SP140L
1731	SP2
1732	SP3
1733	SP4
1734	SP5
1735	SP6
1736	SP7
1737	SP8
1738	SP9
1739	SPDEF
1740	SPEN
1741	SPHK1
1742	SPI1
1743	SPIB
1744	SPIC
1745	SPZ1
1746	SRCAP
1747	SREBF1
1748	SREBF2
1749	SRF
1750	SRY
1751	SSB
1752	SSBP2
1753	SSBP3
1754	SSBP4
1755	SSH1
1756	SSH2
1757	SSH3
1758	SSRP1
1759	SSX1
1760	ST18
1761	STAG1
1762	STAT1
1763	STAT2
1764	STAT3
1765	STAT4
1766	STAT5A
1767	STAT5B
1768	STAT6
1769	STK16
1770	STK3
1771	STK36
1772	STRN
1773	STRN3
1774	SUB1
1775	SUFU
1776	SUMO1
1777	SUPT16H
1778	SUPT4H1
1779	SUPT5H
1780	SUPT6H
1781	SUV39H1
1782	SUV39H2
1783	SUZ12
1784	SYK
1785	T
1786	TAB1
1787	TAB2
1788	TAB3
1789	TADA2A
1790	TADA2B
1791	TADA3
1792	TAF1
1793	TAF10
1794	TAF11
1795	TAF12
1796	TAF13
1797	TAF1A
1798	TAF1B
1799	TAF1C
1800	TAF1L
1801	TAF2
1802	TAF3
1803	TAF4
1804	TAF4B
1805	TAF5
1806	TAF5L
1807	TAF6
1808	TAF6L
1809	TAF7
1810	TAF7L
1811	TAF8
1812	TAF9
1813	TAF9B
1814	TAL1
1815	TAL2
1816	TARDBP
1817	TAX1BP1
1818	TBL1Y
1819	TBP
1820	TBPL1
1821	TBPL2
1822	TBR1
1823	TBX1
1824	TBX10
1825	TBX15
1826	TBX18
1827	TBX19
1828	TBX2
1829	TBX20
1830	TBX21
1831	TBX22
1832	TBX3
1833	TBX4
1834	TBX5
1835	TBX6
1836	TCEA2
1837	TCEAL1
1838	TCEAL7
1839	TCEAL8
1840	TCF12
1841	TCF15
1842	TCF19
1843	TCF20
1844	TCF21
1845	TCF23
1846	TCF24
1847	TCF25
1848	TCF3
1849	TCF4
1850	TCF7
1851	TCF7L1
1852	TCF7L2
1853	TCFL5
1854	TDG
1855	TDP1
1856	TDP2
1857	TEAD1
1858	TEAD2
1859	TEAD3
1860	TEAD4
1861	TEF
1862	TERB1
1863	TERF1
1864	TERF2
1865	TERF2IP
1866	TESMIN
1867	TET1
1868	TET2
1869	TET3
1870	TFAM
1871	TFAP2A
1872	TFAP2B
1873	TFAP2C
1874	TFAP2D
1875	TFAP2E
1876	TFAP4
1877	TFCP2
1878	TFCP2L1
1879	TFDP1
1880	TFDP2
1881	TFDP3
1882	TFE3
1883	TFEB
1884	TFEC
1885	TGFB1
1886	TGFB1I1
1887	TGIF1
1888	TGIF2
1889	TGIF2LX
1890	TGIF2LY
1891	TGS1
1892	THAP1
1893	THAP10
1894	THAP11
1895	THAP12
1896	THAP2
1897	THAP3
1898	THAP4
1899	THAP5
1900	THAP6
1901	THAP7
1902	THAP8
1903	THAP9
1904	THRA
1905	THRAP3
1906	THRB
1907	THYN1
1908	TIA1
1909	TICAM1
1910	TIGD1
1911	TIGD2
1912	TIGD3
1913	TIGD4
1914	TIGD5
1915	TIGD6
1916	TIGD7
1917	TIPARP
1918	TIRAP
1919	TLE1
1920	TLE2
1921	TLE3
1922	TLE4
1923	TLE6
1924	TLR2
1925	TLR3
1926	TLR4
1927	TLR9
1928	TLX1
1929	TLX2
1930	TLX3
1931	TMEM235
1932	TMF1
1933	TNF
1934	TNFAIP3
1935	TNFRSF11A
1936	TNFRSF4
1937	TNFSF11
1938	TNFSF18
1939	TNFSF4
1940	TOE1
1941	TONSL
1942	TOP1
1943	TOP2A
1944	TOP2B
1945	TOPORS
1946	TOX
1947	TOX2
1948	TOX3
1949	TOX4
1950	TP53
1951	TP53BP1
1952	TP63
1953	TP73
1954	TPRX1
1955	TRADD
1956	TRAF1
1957	TRAF2
1958	TRAF3
1959	TRAF4
1960	TRAF5
1961	TRAF6
1962	TRAFD1
1963	TRAK2
1964	TRAPPC9
1965	TRERF1
1966	TREX1
1967	TRIB1
1968	TRIB3
1969	TRIM13
1970	TRIM14
1971	TRIM15
1972	TRIM21
1973	TRIM22
1974	TRIM23
1975	TRIM24
1976	TRIM25
1977	TRIM26
1978	TRIM27
1979	TRIM28
1980	TRIM29
1981	TRIM3
1982	TRIM31
1983	TRIM32
1984	TRIM33
1985	TRIM34
1986	TRIM37
1987	TRIM38
1988	TRIM40
1989	TRIM5
1990	TRIM52
1991	TRIM62
1992	TRIM8
1993	TRIP11
1994	TRIT1
1995	TRMT1
1996	TRMT1L
1997	TRPS1
1998	TRRAP
1999	TSC2
2000	TSC22D1
2001	TSC22D2
2002	TSC22D3
2003	TSC22D4
2004	TSHZ1
2005	TSHZ2
2006	TSHZ3
2007	TSN
2008	TSSK4
2009	TTF1
2010	TUB
2011	TULP4
2012	TUT1
2013	TWIST1
2014	TWIST2
2015	TXK
2016	U2AF1
2017	U2AF1L4
2018	UBA52
2019	UBB
2020	UBC
2021	UBE2K
2022	UBE2N
2023	UBE2V1
2024	UBN1
2025	UBP1
2026	UBR4
2027	UBTF
2028	UBTFL1
2029	UBTFL6
2030	UFL1
2031	UHRF1
2032	UHRF2
2033	UNCX
2034	UNG
2035	UNK
2036	UNKL
2037	USF1
2038	USF2
2039	USF3
2040	USP39
2041	USP7
2042	UTF1
2043	VAV1
2044	VAX1
2045	VAX2
2046	VDR
2047	VEGFA
2048	VENTX
2049	VEZF1
2050	VGLL1
2051	VGLL2
2052	VGLL3
2053	VHLL
2054	VPS72
2055	VSX1
2056	VSX2
2057	WDHD1
2058	WFS1
2059	WIZ
2060	WNT1
2061	WNT10B
2062	WNT2
2063	WNT3A
2064	WNT5A
2065	WNT8B
2066	WRN
2067	WT1
2068	WWOX
2069	WWP2
2070	WWTR1
2071	XBP1
2072	XCL1
2073	XPA
2074	YBX1
2075	YBX2
2076	YBX3
2077	YEATS2
2078	YEATS4
2079	YOD1
2080	YY1
2081	YY2
2082	ZBED1
2083	ZBED2
2084	ZBED3
2085	ZBED4
2086	ZBED5
2087	ZBED6
2088	ZBED6CL
2089	ZBED8
2090	ZBED9
2091	ZBP1
2092	ZBTB1
2093	ZBTB10
2094	ZBTB11
2095	ZBTB12
2096	ZBTB14
2097	ZBTB16
2098	ZBTB17
2099	ZBTB18
2100	ZBTB2
2101	ZBTB20
2102	ZBTB21
2103	ZBTB22
2104	ZBTB24
2105	ZBTB25
2106	ZBTB26
2107	ZBTB3
2108	ZBTB32
2109	ZBTB33
2110	ZBTB34
2111	ZBTB37
2112	ZBTB38
2113	ZBTB39
2114	ZBTB4
2115	ZBTB40
2116	ZBTB41
2117	ZBTB42
2118	ZBTB43
2119	ZBTB44
2120	ZBTB45
2121	ZBTB46
2122	ZBTB47
2123	ZBTB48
2124	ZBTB49
2125	ZBTB5
2126	ZBTB6
2127	ZBTB7A
2128	ZBTB7B
2129	ZBTB7C
2130	ZBTB8A
2131	ZBTB8B
2132	ZBTB9
2133	ZC3H10
2134	ZC3H11A
2135	ZC3H12A
2136	ZC3H13
2137	ZC3H14
2138	ZC3H15
2139	ZC3H18
2140	ZC3H3
2141	ZC3H4
2142	ZC3H6
2143	ZC3H7A
2144	ZC3H7B
2145	ZC3H8
2146	ZC3HAV1
2147	ZCCHC11
2148	ZCCHC6
2149	ZDHHC11
2150	ZDHHC19
2151	ZEB1
2152	ZEB2
2153	ZFAND5
2154	ZFAT
2155	ZFHX2
2156	ZFHX3
2157	ZFHX4
2158	ZFP1
2159	ZFP14
2160	ZFP2
2161	ZFP28
2162	ZFP3
2163	ZFP30
2164	ZFP36
2165	ZFP36L1
2166	ZFP36L2
2167	ZFP37
2168	ZFP41
2169	ZFP42
2170	ZFP57
2171	ZFP62
2172	ZFP64
2173	ZFP69
2174	ZFP69B
2175	ZFP82
2176	ZFP90
2177	ZFP91
2178	ZFP92
2179	ZFPL1
2180	ZFPM1
2181	ZFPM2
2182	ZFR
2183	ZFR2
2184	ZFX
2185	ZFY
2186	ZFYVE26
2187	ZGLP1
2188	ZGPAT
2189	ZHX1
2190	ZHX2
2191	ZHX3
2192	ZIC1
2193	ZIC2
2194	ZIC3
2195	ZIC4
2196	ZIC5
2197	ZIK1
2198	ZIM2
2199	ZIM3
2200	ZKSCAN1
2201	ZKSCAN2
2202	ZKSCAN3
2203	ZKSCAN4
2204	ZKSCAN5
2205	ZKSCAN7
2206	ZKSCAN8
2207	ZMAT1
2208	ZMAT2
2209	ZMAT3
2210	ZMAT4
2211	ZMAT5
2212	ZMYM1
2213	ZMYM2
2214	ZMYM3
2215	ZMYM4
2216	ZMYM5
2217	ZMYM6
2218	ZMYND10
2219	ZNF10
2220	ZNF100
2221	ZNF101
2222	ZNF106
2223	ZNF107
2224	ZNF112
2225	ZNF114
2226	ZNF117
2227	ZNF12
2228	ZNF121
2229	ZNF124
2230	ZNF131
2231	ZNF132
2232	ZNF133
2233	ZNF134
2234	ZNF135
2235	ZNF136
2236	ZNF137P
2237	ZNF138
2238	ZNF14
2239	ZNF140
2240	ZNF141
2241	ZNF142
2242	ZNF143
2243	ZNF146
2244	ZNF148
2245	ZNF154
2246	ZNF155
2247	ZNF157
2248	ZNF16
2249	ZNF160
2250	ZNF165
2251	ZNF169
2252	ZNF17
2253	ZNF174
2254	ZNF175
2255	ZNF177
2256	ZNF18
2257	ZNF180
2258	ZNF181
2259	ZNF182
2260	ZNF184
2261	ZNF185
2262	ZNF189
2263	ZNF19
2264	ZNF195
2265	ZNF197
2266	ZNF2
2267	ZNF20
2268	ZNF200
2269	ZNF202
2270	ZNF205
2271	ZNF207
2272	ZNF208
2273	ZNF211
2274	ZNF212
2275	ZNF213
2276	ZNF214
2277	ZNF215
2278	ZNF217
2279	ZNF219
2280	ZNF22
2281	ZNF221
2282	ZNF222
2283	ZNF223
2284	ZNF224
2285	ZNF225
2286	ZNF226
2287	ZNF227
2288	ZNF229
2289	ZNF23
2290	ZNF230
2291	ZNF232
2292	ZNF233
2293	ZNF234
2294	ZNF235
2295	ZNF236
2296	ZNF239
2297	ZNF24
2298	ZNF248
2299	ZNF25
2300	ZNF250
2301	ZNF251
2302	ZNF253
2303	ZNF254
2304	ZNF256
2305	ZNF257
2306	ZNF26
2307	ZNF260
2308	ZNF263
2309	ZNF264
2310	ZNF266
2311	ZNF267
2312	ZNF268
2313	ZNF273
2314	ZNF274
2315	ZNF275
2316	ZNF276
2317	ZNF277
2318	ZNF28
2319	ZNF280A
2320	ZNF280B
2321	ZNF280C
2322	ZNF280D
2323	ZNF281
2324	ZNF282
2325	ZNF283
2326	ZNF284
2327	ZNF285
2328	ZNF286A
2329	ZNF286B
2330	ZNF287
2331	ZNF292
2332	ZNF296
2333	ZNF3
2334	ZNF30
2335	ZNF300
2336	ZNF302
2337	ZNF304
2338	ZNF311
2339	ZNF316
2340	ZNF317
2341	ZNF318
2342	ZNF319
2343	ZNF32
2344	ZNF320
2345	ZNF322
2346	ZNF324
2347	ZNF324B
2348	ZNF326
2349	ZNF329
2350	ZNF330
2351	ZNF331
2352	ZNF333
2353	ZNF334
2354	ZNF335
2355	ZNF337
2356	ZNF33A
2357	ZNF33B
2358	ZNF34
2359	ZNF341
2360	ZNF343
2361	ZNF345
2362	ZNF346
2363	ZNF347
2364	ZNF35
2365	ZNF350
2366	ZNF354A
2367	ZNF354B
2368	ZNF354C
2369	ZNF355P
2370	ZNF358
2371	ZNF362
2372	ZNF365
2373	ZNF366
2374	ZNF367
2375	ZNF37A
2376	ZNF382
2377	ZNF383
2378	ZNF384
2379	ZNF385A
2380	ZNF385B
2381	ZNF385C
2382	ZNF385D
2383	ZNF391
2384	ZNF394
2385	ZNF395
2386	ZNF396
2387	ZNF397
2388	ZNF398
2389	ZNF404
2390	ZNF407
2391	ZNF408
2392	ZNF41
2393	ZNF410
2394	ZNF414
2395	ZNF415
2396	ZNF416
2397	ZNF417
2398	ZNF418
2399	ZNF419
2400	ZNF420
2401	ZNF423
2402	ZNF425
2403	ZNF426
2404	ZNF428
2405	ZNF429
2406	ZNF43
2407	ZNF430
2408	ZNF431
2409	ZNF432
2410	ZNF433
2411	ZNF436
2412	ZNF438
2413	ZNF439
2414	ZNF44
2415	ZNF440
2416	ZNF441
2417	ZNF442
2418	ZNF443
2419	ZNF444
2420	ZNF445
2421	ZNF446
2422	ZNF449
2423	ZNF45
2424	ZNF451
2425	ZNF454
2426	ZNF460
2427	ZNF461
2428	ZNF462
2429	ZNF467
2430	ZNF468
2431	ZNF469
2432	ZNF470
2433	ZNF471
2434	ZNF473
2435	ZNF474
2436	ZNF479
2437	ZNF48
2438	ZNF480
2439	ZNF483
2440	ZNF484
2441	ZNF485
2442	ZNF486
2443	ZNF487
2444	ZNF488
2445	ZNF490
2446	ZNF491
2447	ZNF492
2448	ZNF493
2449	ZNF496
2450	ZNF497
2451	ZNF500
2452	ZNF501
2453	ZNF502
2454	ZNF503
2455	ZNF506
2456	ZNF507
2457	ZNF510
2458	ZNF511
2459	ZNF512
2460	ZNF512B
2461	ZNF513
2462	ZNF514
2463	ZNF516
2464	ZNF517
2465	ZNF518A
2466	ZNF518B
2467	ZNF519
2468	ZNF521
2469	ZNF524
2470	ZNF525
2471	ZNF526
2472	ZNF527
2473	ZNF528
2474	ZNF529
2475	ZNF530
2476	ZNF532
2477	ZNF534
2478	ZNF536
2479	ZNF540
2480	ZNF541
2481	ZNF542P
2482	ZNF543
2483	ZNF544
2484	ZNF546
2485	ZNF547
2486	ZNF548
2487	ZNF549
2488	ZNF550
2489	ZNF551
2490	ZNF552
2491	ZNF554
2492	ZNF555
2493	ZNF556
2494	ZNF557
2495	ZNF558
2496	ZNF559
2497	ZNF560
2498	ZNF561
2499	ZNF562
2500	ZNF563
2501	ZNF564
2502	ZNF565
2503	ZNF566
2504	ZNF567
2505	ZNF568
2506	ZNF569
2507	ZNF57
2508	ZNF570
2509	ZNF571
2510	ZNF572
2511	ZNF573
2512	ZNF574
2513	ZNF575
2514	ZNF576
2515	ZNF577
2516	ZNF578
2517	ZNF579
2518	ZNF580
2519	ZNF581
2520	ZNF582
2521	ZNF583
2522	ZNF584
2523	ZNF585A
2524	ZNF585B
2525	ZNF586
2526	ZNF587
2527	ZNF587B
2528	ZNF589
2529	ZNF592
2530	ZNF593
2531	ZNF594
2532	ZNF595
2533	ZNF596
2534	ZNF597
2535	ZNF598
2536	ZNF599
2537	ZNF600
2538	ZNF605
2539	ZNF606
2540	ZNF607
2541	ZNF608
2542	ZNF609
2543	ZNF610
2544	ZNF611
2545	ZNF613
2546	ZNF614
2547	ZNF615
2548	ZNF616
2549	ZNF618
2550	ZNF619
2551	ZNF620
2552	ZNF621
2553	ZNF622
2554	ZNF623
2555	ZNF624
2556	ZNF625
2557	ZNF626
2558	ZNF627
2559	ZNF628
2560	ZNF629
2561	ZNF630
2562	ZNF638
2563	ZNF639
2564	ZNF641
2565	ZNF644
2566	ZNF645
2567	ZNF646
2568	ZNF648
2569	ZNF649
2570	ZNF652
2571	ZNF653
2572	ZNF654
2573	ZNF655
2574	ZNF658
2575	ZNF66
2576	ZNF660
2577	ZNF662
2578	ZNF664
2579	ZNF665
2580	ZNF667
2581	ZNF668
2582	ZNF669
2583	ZNF670
2584	ZNF671
2585	ZNF672
2586	ZNF674
2587	ZNF675
2588	ZNF676
2589	ZNF677
2590	ZNF678
2591	ZNF679
2592	ZNF680
2593	ZNF681
2594	ZNF682
2595	ZNF683
2596	ZNF684
2597	ZNF687
2598	ZNF688
2599	ZNF689
2600	ZNF69
2601	ZNF691
2602	ZNF692
2603	ZNF695
2604	ZNF696
2605	ZNF697
2606	ZNF699
2607	ZNF7
2608	ZNF70
2609	ZNF700
2610	ZNF701
2611	ZNF703
2612	ZNF704
2613	ZNF705A
2614	ZNF705B
2615	ZNF705D
2616	ZNF705E
2617	ZNF705G
2618	ZNF706
2619	ZNF707
2620	ZNF708
2621	ZNF709
2622	ZNF71
2623	ZNF710
2624	ZNF711
2625	ZNF713
2626	ZNF714
2627	ZNF716
2628	ZNF717
2629	ZNF718
2630	ZNF720
2631	ZNF721
2632	ZNF724
2633	ZNF726
2634	ZNF727
2635	ZNF728
2636	ZNF729
2637	ZNF73
2638	ZNF730
2639	ZNF732
2640	ZNF735
2641	ZNF736
2642	ZNF737
2643	ZNF738
2644	ZNF74
2645	ZNF740
2646	ZNF746
2647	ZNF747
2648	ZNF749
2649	ZNF750
2650	ZNF75A
2651	ZNF75D
2652	ZNF76
2653	ZNF761
2654	ZNF763
2655	ZNF764
2656	ZNF765
2657	ZNF766
2658	ZNF768
2659	ZNF77
2660	ZNF770
2661	ZNF771
2662	ZNF772
2663	ZNF773
2664	ZNF774
2665	ZNF775
2666	ZNF776
2667	ZNF777
2668	ZNF778
2669	ZNF780A
2670	ZNF780B
2671	ZNF781
2672	ZNF782
2673	ZNF783
2674	ZNF784
2675	ZNF785
2676	ZNF786
2677	ZNF787
2678	ZNF788
2679	ZNF789
2680	ZNF79
2681	ZNF790
2682	ZNF791
2683	ZNF792
2684	ZNF793
2685	ZNF799
2686	ZNF8
2687	ZNF80
2688	ZNF800
2689	ZNF804A
2690	ZNF804B
2691	ZNF805
2692	ZNF808
2693	ZNF81
2694	ZNF812P
2695	ZNF813
2696	ZNF814
2697	ZNF816
2698	ZNF821
2699	ZNF823
2700	ZNF827
2701	ZNF829
2702	ZNF83
2703	ZNF830
2704	ZNF831
2705	ZNF835
2706	ZNF836
2707	ZNF837
2708	ZNF839
2709	ZNF84
2710	ZNF841
2711	ZNF843
2712	ZNF844
2713	ZNF845
2714	ZNF846
2715	ZNF85
2716	ZNF850
2717	ZNF852
2718	ZNF853
2719	ZNF860
2720	ZNF862
2721	ZNF865
2722	ZNF878
2723	ZNF879
2724	ZNF880
2725	ZNF883
2726	ZNF888
2727	ZNF891
2728	ZNF90
2729	ZNF91
2730	ZNF92
2731	ZNF93
2732	ZNF98
2733	ZNF99
2734	ZNFX1
2735	ZRANB2
2736	ZRSR1
2737	ZRSR2
2738	ZSCAN1
2739	ZSCAN10
2740	ZSCAN12
2741	ZSCAN16
2742	ZSCAN18
2743	ZSCAN2
2744	ZSCAN20
2745	ZSCAN21
2746	ZSCAN22
2747	ZSCAN23
2748	ZSCAN25
2749	ZSCAN26
2750	ZSCAN29
2751	ZSCAN30
2752	ZSCAN31
2753	ZSCAN32
2754	ZSCAN4
2755	ZSCAN5A
2756	ZSCAN5B
2757	ZSCAN5C
2758	ZSCAN5DP
2759	ZSCAN9
2760	ZUFSP
2761	ZXDA
2762	ZXDB
2763	ZXDC
2764	ZZZ3
